sizeCol,sizeRow,title,number,solution,difficulty,colClues,rowClues
20,20,Dolphin,8509,http://static.nonograms.org/files/nonograms/large/delfin15_12_1_1p.png,4/10," , , ,5, , , ,12, , , ,16, , , ,16, , , ,16, , , ,17, , ,9,6, ,7,2,4,3,2,1,4, , ,13,4, ,5,1,3, ,4,1,2, ,2,1,2, ,1,2,1, , ,1,2, , ,1,1, , ,3,2, , , ,9, , , ,4, , , ,3"," , , , , , , , ,7,7,6,6,6, ,6, , , , , , , , ,5, , ,7,6,1,1,1,1,3,7,4,9,14,12,2, ,3,7,10,4,10,9,1,1,1,1,1,2,2,6,2,6,4,1,5,1"
35,25,Fawn,8510,http://static.nonograms.org/files/nonograms/large/olenenok6_12_1_1p.png,4/10," , ,8,1,1,10, , ,8,2,2,10, , ,8,1,1,10, , ,8,2,2,7, ,8,2,1,2,7, , ,8,1,4,7, , , ,8,7,7, , , ,8,7,6, , , ,9,6,6, , , ,11,6,6, , ,11,4,1,2, , ,11,4,1,1, , ,12,5,3,1, , ,4,4,5,3,4,2,2,5,1,2, ,4,2,7,1,1, ,5,2,10,1,1, , , ,5,14,2, , , ,5,14,1, , ,5,12,2,2, , ,4,11,1,1, , , ,4,7,3, , , ,3,6,3, , ,3,3,2,2, , ,2,2,2,2, , ,2,2,2,1, , ,1,1,2,2, , ,1,2,1,1, , , ,1,2,2, , , ,2,1,1, , , ,1,2,1, , , ,2,2,2, , , ,1,2,1, , , ,1,1,2, , , ,1,1,2"," , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,13,13, , ,4,2, , , , , ,3,3, , , , , , , , , , , ,13,1,3,13, ,1,2,4,4,1, , ,2,2,7,11,10, , ,11, ,28,26,24,22,4,4,5,8,6,6,6,2,5,10, ,3,3,8,6,3,9,10,10,4,13,4,3,3,3,3,3,7,4,10,9,7,6,6,6,18,21,16,3,4,4,2,3,3,1,4"
8,23,Mustache,8512,http://static.nonograms.org/files/nonograms/large/usi_12_1_1p.png,3/10," , ,3,3, , , ,11, , , ,13, , ,7,7,1,7,7,1, , ,9,9, , ,8,8, , ,6,6","3,3,3,4,5,6,7,6,6,5,4,2,4,5,6,6,7,6,5,4,3,3,3"
20,16,Paint roller,8513,http://static.nonograms.org/files/nonograms/large/malyarniy_valik_12_1_1p.png,2/10," ,14, ,14, ,16,1,14,1,14, ,1, ,1, ,10, ,1, ,1, ,1, ,1, ,1, ,3, ,3, ,3, ,3, ,3, ,3, ,3"," , , , , , , , ,5, , , , , , , , ,1,5,5,5,5,5,5,1,5,5, , , , , ,6,1,1,1,1,1,1,1,7,13,7,5,5,5,5,5"
15,15,The explosion,8514,http://static.nonograms.org/files/nonograms/large/vzriv_12_1_1p.png,4/10," , , , ,5,5, , , , ,4,4, , , ,2,2,2, , , ,1,2,1, , , ,1,1,1,1,1,2,2,1,1, , , ,5,2,2, , , ,3,2,5, , , , ,6,8, , , ,6,1,6, , , ,5,1,5, , ,4,1,2,3,2,2,1,1,3,1, , ,2,1,1,2, , ,1,2,2,1"," , , ,2,1, , , , , , , , , , ,4, , ,1,1,1,1, , , ,1,2, ,3,4,6,3,2,1,1,1,1, ,1,1,1,1,2,1,5,1,1,7,5,5,3,1,1,1,4,6,4,1,6,2,1,8,1,1,1,1,1,4,2,1,1,1,7,1,1"
25,25,Koala,8515,http://static.nonograms.org/files/nonograms/large/koala6_12_1_1p.png,5/10," , , ,7,4,2, ,3,4,2,1,2,2,2,9,2,1,3, ,2,2,2,1,3, ,2,2,2,1,3, ,2,3,3,1,3, ,3,3,3,2,3,4,1,2,1,4,3, , ,3,3,5,2, ,3,3,1,3,2, , ,1,2,2,6, , ,2,4,4,5, , , ,2,5,4, , , , ,4,3, , , ,2,1,3, , ,3,1,5,3, , ,3,3,6,3, , , ,4,6,3, , ,4,1,4,3, , ,4,1,3,3, , , ,5,2,3, , , ,6,1,4, , , , ,7,5, , , , ,4,7, , , , , ,16"," , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,1,1, ,3,3,2,1,3,1,2,1,2, ,1,1, , , , , , , , , ,2,3,3,2,2,3,2,3,1,2,2,3,2,2,3,3, , , , , , , , ,8,4,3,4,2,1,1,2,1,5,1,1,1,1,2,4,2,1, , , , , , ,6,2,3,2,4,1,2,3,1,2,1,7,2,2,2,2,1,1,5,11,5,6, , ,4,5,7,4,3,3,3,4,4,4,3,1,1,1,1,1,1,1,2,2,3,4,15,25,24"
18,15,Anchor,8516,http://static.nonograms.org/files/nonograms/large/yakor4_12_1_1p.png,3/10," , , ,3, , ,1,1, , , ,3, , , ,1, , , ,9, , , ,9, , , ,1, , , ,1, , , ,1, , , ,1, ,4,1,3, ,3,1,2,1,1,1,3,3,1,3,1, , , ,9, , , ,7, , , ,3, , , ,1"," , , ,2, , ,3, ,3, , , , , , , , , ,1,2,2,2,1,2,2,2,2,1, , ,3,2,4,2,3,2,3,16,3,2,3,2,2,3,4"
20,20,Witch,8517,http://static.nonograms.org/files/nonograms/large/vedma7_12_1_1p.png,4/10," , ,3, ,2,2, , ,6, , ,6, ,5,2, ,1,3, , ,3, , ,5, ,2,6,3,3,4, ,4,4, , ,9, , ,6, , ,7, , ,8, ,5,6, ,5,6, ,5,6,3,2,5, ,1,2"," , , , , , ,1, , , , , , , , , , , , , , , , , , , ,2,1, , , ,1, , , , , , , , , , , , , ,2,3,1,4,5, ,1,1,2, , , , , , , , , , ,1,2,4,1,2,2, ,9,1,5,1, , , , , ,1,2,1,2,1,1,1,8,7,7,20,2,10,2,3,4,4,5,4,3"
15,15,Ball No. 8,8518,http://static.nonograms.org/files/nonograms/large/shar8_12_1_1p.png,4/10," , , , ,5, , , ,2,5, , , ,1,8, , , ,1,10, , ,1,2,4, ,1,1,3,4,1,2,1,1,4, , ,4,3,4, ,4,1,1,4, , ,4,3,4, , , ,4,5, , , , ,13, , , , ,11, , , , ,9, , , , ,5"," , , , , , , ,4, , , , , , , , , , , , , ,1,1, , , , , , , , , , , ,1,1,2,1,4, , , , , , , ,2,1,1,2,2,5,1,5,4,4, , , , ,5,5,7,10,4,4,4,4,4,4,4,13,11,9,6"
36,22,Girl,8519,http://static.nonograms.org/files/nonograms/large/devushka27_12_1_1p.png,4/10," , ,5, , ,7, , ,9, , ,10, , ,10, , ,11, , ,11, , ,11, , ,11, ,4,5,2,2,4, ,1,8, ,1,10, , ,11, ,4,6, ,4,8, ,9,10, ,8,10, ,2,12, ,7,11, ,8,9, ,9,8, ,10,7, ,11,7,5,6,7,5,5,7, ,5,13, ,5,13, ,5,12, ,5,11, ,5,10, ,5,9, ,4,8, ,5,6, ,3,1, ,4,1"," , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , ,5,1,11, , , , , , , , , , , , , , , ,2,2,2, ,2,3,3,11, , , , , , , , , , , , , ,2,5,6,6,3,2,3,5,3,10,9,9, , , , , , , , , ,2,10,5,5,5,6,6,6,6,8,4,4,4,10, , ,15,11,5,6,9,11,9,1,1,2,3,7,5,6,3,5,17,19,19,23,33,32,10,7,5"
20,20,Statue,8520,http://static.nonograms.org/files/nonograms/large/statuya_12_1_1p.png,4/10," , , , ,9, , , ,6,4, , , ,6,7, , ,2,3,9, , ,2,3,11, , ,2,2,12, ,1,2,7,2,1,1,6,4,1, ,3,4,6,1, ,3,4,2,5,1,4,1,2,2, ,5,2,1,5, ,2,1,2,6,1,2,2,2,6, ,1,4,2,6,1,1,1,2,6, ,1,2,2,6, ,2,4,2,4, , , , ,11, , , , ,10"," , , , , , , , , , ,2, , , , , , , , , , , , ,3,2,2, , ,4, ,5,1,1, , , , , , , , , ,6,2,3,3,6,5,5,3,2,6,5, , , , , , , , , ,2,1,2,3,4,5,2,5,1,1,1, ,6,5, , , , , ,5,3,2,2,2,2,4,2,3,2,1,1,7,3,3,5,4, , ,5,3,2,4,3,3,4,2,3,4,2,4,6,10,7,5,8,7,4,5"
40,43,Dragon,8521,http://static.nonograms.org/files/nonograms/large/drakon16_12_1_1p.png,5/10," , , ,8, , , ,19, , , ,23, , , ,24, , , ,21, , , ,20, , , ,22, , , ,25, , ,27,4, , ,28,5, ,26,2,7, ,27,2,7, ,27,2,8, ,5,18,10, ,3,20,6,3,11,8,5,1,8,12,5, , ,5,23, , ,4,24, , ,3,26, , ,2,27, , ,1,28, , , ,28, , , ,27, , , ,29, , ,13,9, ,5,6,10,6,7,9,2,6,4,4,2, ,3,3,4, ,4,3,4,1,2,3,5, ,3,6,8, ,3,2,2, , , ,4, , , ,3, , ,6,6, , ,9,6, , , ,19, ,1,1,1"," , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , ,13,18, , , , , ,15,15, ,13,13, , , , , , , , , ,4, , , , , , , ,6,6, , , , , , , , , ,5,5, ,5,2, , , ,16,15,9,14, ,13,12,26,25, , , , , ,6,4,9,5,4, ,18,19,20,20,3,3,4, ,1,3,3,3,3,4,4,6,6,13,1,2,18,16,16,10,10,3,1,32,3,2,2,2,22,21,21,21,20,11,9,3,16,16,20,3,2,2,2,1,1,3,2,2,2,4,4,4,5,6,4,5,5,2,2,7,14,16,6,4,3,3,3,3,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,3,2,1,1,1,1,2"
20,20,The wind,8522,http://static.nonograms.org/files/nonograms/large/veter3_12_1_1p.png,4/10," , , , ,9, , , , ,13, , , ,3,7, , ,3,1,9, , , ,5,7, , ,4,1,9, , , ,5,7, , , ,6,2, , , ,5,4, , , ,7,6, , , , ,17, , ,5,8,4, , ,4,6,3, , ,3,7,4,4,2,1,1,4, , , ,6,5, , ,2,8,2, , ,1,8,1, , , , ,11, , , ,5,6"," , , , , , , ,2, , , , , , , , ,1, , , , , , , , , , ,1,2,3, , , , , , ,4, , , , , , ,5,7,12,2,6,1,1,4,7,7, ,11, ,4, ,1, , , , ,3,3,1,7,2,7,7,5,5,5,7,1,10,4,4,1,1,3,5,6,3,3,2,6,4,4,4,3,4,4,12,2,6,1,7,5,3"
25,25,Phone,8523,http://static.nonograms.org/files/nonograms/large/telefon13_12_1_1p.png,5/10," , , ,2,1,2, , , ,2,1,2, , , ,1,1,1, , , , , ,1, , , , ,5,2, , , , ,9,3, , , , , ,13, , , ,4,13,1, , , ,9,3,2, , , , ,8,4, , , ,1,5,1, , , ,2,3,6, , ,1,5,3,2, ,2,1,4,1,2, ,1,8,1,1,2,2,4,3,1,1,3, ,1,5,3,1,3, ,1,5,4,4,1, , ,1,5,11,1, , ,2,5,11,1, ,2,1,10,1,2, , , ,3,4,3, , , ,4,1,4, , , , ,7,7, , , , , ,22"," , , , , , , , , , , , , , , , ,6,3, , , , , , , , , , , , ,4, , , , , , , , , ,5,1,6,2, , , , , , , , , , , ,2,4, , , ,6,3, , ,4,1,1,1,4,2, , , , , , , ,1,1,2,2,1,4,7,7,2,5,4,4,2,2,1,2,4,2,3, , , , , ,1,3,2,3,4,7,8,7,7,2,10,10,10,4,3,3,3,3,9,8,5,1,2,2,1,7,5,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,4,5,8"
20,20,Cowboy,8525,http://static.nonograms.org/files/nonograms/large/kovboy8_12_1_1p.png,7/10," , , , ,3, , , , ,5, , , , ,3, , , , ,1, , ,3,1,1, , ,1,2,4, ,1,2,2,2, ,1,3,2,1, , ,1,4,2, ,1,2,2,1,6,1,1,1,1,2,5,1,1,2, ,1,5,1,2, , , ,3,1, , , ,2,1, , , ,2,1, , , ,2,1, , , ,2,1, , ,1,4,1, ,2,4,1,1"," , , , , , , ,3, ,3, , , , , , , , , , , , , , , , ,1,1,8,5, , , , , , , , ,3, , , ,1,1,1,1,7,2,2,3,1,2,2, ,1,3,1,1,1, ,2,2,1,1,1,1,1,1,1,1,12,8,1,1,10,1,3,1,2,6"
15,15,Parrot,8526,http://static.nonograms.org/files/nonograms/large/popugay22_12_1_1p.png,4/10," , , , ,7, , , ,1,6, , , ,1,5, , ,2,2,4, ,4,1,2,3, , ,3,2,4, , ,2,3,2, ,2,1,6,1,2,3,1,3,1, ,1,5,4,1, ,2,1,5,1, , , ,6,2, , , ,6,3, , , ,7,3, , , ,6,4"," , , , , ,1,2,2, , , , , , , , , ,1,1,1,2,1,1,3,3, ,5,4, , , , ,3,1,3,3,1,1,5,4,3,5,4,4, ,5,8,1,3,2,3,4,4,5,6,8,1,3,4,10"
43,37,Panda,8527,http://static.nonograms.org/files/nonograms/large/panda19_12_1_1p.png,6/10," , , , , ,2, , , , , ,5, , , , , ,6, , , , , ,6, , , , , ,6, , , , , ,7, , , , , ,8, , , ,7,4,5, , , ,7,7,7, , , ,7,8,9, , , , ,17,10, , , , ,16,11, , , , ,16,9, , , , ,14,7, , , ,13,3,1, , , ,7,4,2, , , ,7,2,3, , , , ,8,3, , , , ,8,3, , , ,9,3,3, , ,9,2,4,2, ,9,3,3,1,3,8,3,1,1,3,2, ,8,2,1,5,3, , ,8,4,4,3, , ,8,3,2,4, , , ,7,2,4, , , , ,7,4, , , , ,7,5, , ,8,2,3,6, , ,9,3,3,5, , , ,11,5,7, , , ,13,2,9, , , , ,14,9, , , ,4,12,10, , , , ,12,9, , , , ,12,9, , , , ,11,9, , , , ,11,9, , , , ,10,8, , , , ,10,7, , , , ,8,5, , , , ,5,3"," , , , , , , , , , , , , ,2, , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,6, , ,3,3,7,6,6, , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , , ,6,6,4,9,8,2,2,6,4,2, ,2,4,1,2, , , , , , , , ,4,2, , , , , , , , , , , ,13,3,6,9,2,3,3,3,1,3,3,2,3,3,2,1,5,6,7,7,8,7,6,5,4,7, , ,7, ,14,23,27,30,30,31,32,17,5,5,5,6,8,9,10,9,10,9,9,9,9,7,5,5,4,3,3,5,8,9,12,14,18,29,22,8,4"
45,26,Devil,8528,http://static.nonograms.org/files/nonograms/large/chertovka_12_1_1p.png,5/10," ,9,1,2,9, ,8,1,1,9, ,8,2,1,9, ,7,2,2,9, , ,7,7,9, , ,6,9,8, , ,6,10,8, , ,5,10,8, , ,5,11,8, , ,5,11,8, , ,4,11,8, , ,4,12,8, ,4,5,4,8,4,4,2,3,8, ,3,8,3,8, ,3,10,2,8, ,3,11,1,8, ,3,6,4,7, ,3,8,4,2, , ,3,10,9, , ,3,10,8, , ,4,12,2, ,5,11,4,1, ,5,6,2,7, , ,5,7,9, , ,5,7,10, , ,5,7,11, ,5,7,6,5, ,4,7,5,5, , ,4,13,5, ,4,12,5,1, ,4,11,5,2, ,4,10,4,3, ,3,9,4,5, ,3,9,4,6, ,1,9,4,6, ,2,6,5,5, ,2,1,3,5,2,5,1,3,4, , ,2,8,4, ,2,3,2,11, ,5,2,2,12, ,3,2,2,13, ,1,2,3,14, , ,7,2,14"," , , , , , , , , , , , , ,2,1,2,6, , , ,18, , , , , , , , , ,10, , , , , , , , ,10,12,11,3, ,17,18,2, , , , , , , , ,14,5,7,5, ,1,11,11,1,9,3,3,3,2,5,2,2,5,18, , , , , , ,35,12,6,11,15,3,33,23,4,8,4,4,4,3,2,3,6,6,4,2,18,18, , ,36,35,2,2,3,7,10,32,2,2,19,4,17,3,6,6,6,6,4,4,2,10,2,3,19,19,3,5,2,2,2,2,2,2,1,1,2,19,3,5,3,6,5,7,3,2,1,5,9,7,9,4,2,1,1,1,1,2,3,1,2,2,2,5,2,3,4,5,5,5,5,5,5,5,12,13,14,15"
30,25,Bow and arrow,8530,http://static.nonograms.org/files/nonograms/large/luk_i_strela_12_1_1p.png,4/10," , , , ,1, , , , ,1, , , , ,2, , , , ,3, , , , ,5, , , , ,1, , , , ,1, , , , ,1, ,11,1,3,6, , , ,1,2,6,3,1,4,4, , ,5,1,5, ,5,7,6,4, , ,3,6,4, ,2,4,3,2,2,2,2,3,3,3,3,1,2,2,2,2,1,3,1, ,2,3,1,5, , ,4,1,3, , ,2,1,2, , ,2,1,2,4,2,1,2,4, , ,2,3,2,6,2,1,2,6, , ,2,3,2,8,2,1,2,8, , , , ,5, , , , ,3, , , , ,1"," , ,1, , , , , , , , , , , , , , , , , , , ,1,1, ,1,1,1,1, , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,1,1, , , , , ,2, ,3, , , , , ,1,1,1,2,3,1,3,5,1,3,1,6,1,1, , ,1,3, ,3,1, , , , ,8,6,4,2,2,4,1,1,1,1,6,2,6,4,1,1,1,1, ,1,1,1,1,5,7,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,1, ,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,30,2,2,2,2,1,1,1,1,1,1,1,1"
45,45,Castle,8454,http://static.nonograms.org/files/nonograms/large/zamok8_12_1_1p.png,5/10," , , , , , , , , , , ,1, , , , , , , , , , , ,1, , , , , , , , , , , ,1, , , , , , , , , , , ,3, , , , , , , , , , , ,3, , , , , , , , , , , ,5, , , , , , , , , , ,1,1, , , , , , , , , , , ,5, , , , , , , , , , , ,9, , , , , , , , , , ,2,2, , , , , , , , , , ,2,2, , , , , , , , , , , ,7, , , , , , , , , , ,2,2, , , , , , , , ,1,1,1,1, , , , , , , , ,1,1,1,1, , , , , , , , , ,1,1,1, , , , , , , ,1,1,1,1,1, , , , , , ,1,2,1,1,1,1, , , , , , , , ,1,5,1,1, , , , , , , , , ,3,8,7, , , , , , , , ,3,9,1,1, , , , , , , , , ,5,12,1, , , , , , , ,5,1,10,1,1, , , , , , ,7,2,10,1,1,2, , , , , , , , ,10,15,3,1, , , , , , , ,10,1,9,6,1, , , ,1,3,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,3,1, ,1,1,7,1,1,3,3,1,1,1,1, , ,1,1,1,1,1,1,1,4,3,6, , , , , ,1,1,1,7,6,6,1,1,1,1,2,1,1,1,1,8,1,1,1, , , , ,5,1,4,1,3,6,1,1, , , , , , ,4,1,6,9,10,1,1,1,4,6,1,1,1,1,1,1,3,1, , , , , , ,3,4,1,18,3,1, , , , ,2,4,1,4,3,3,3,1, , , ,2,2,2,1,3,5,5,3,1, , , , ,5,6,2,2,7,2,3,1, , , , ,2,5,1,2,7,2,3,2, , , , , , ,7,5,6,6,3,2, , , , , , , , ,24,6,3,3, , , , , , , , , , ,24,17, , , , , , , , , , ,23,13"," , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , ,7, , , , , ,2,3,2, ,7, , , , , ,1,3,1,4,2,1,1,1,1,3, , , , , , , , , , , , , , , , , , ,5,2, , , , , ,1,4,1,7,1, , ,7,9,7,8,5,16,2,1,1,1,1,18,4,1, , ,3,1,2, , , , ,2, ,2, , ,1, ,3,2,2,11, , ,4,8,1,2,1,4,1, ,8,1,2,2,2,2,4,1,1,3,1,3,3,3,4,6,4,1,1,1, , , , ,1,1,2,6,6,5,15,2,1,5,2,7,17,7,7,8,3,3,2,5,17,3,1,5,1,5,1,5,10,8,5,4,3,2,1,1,1,2,6,1,2,2,4,9,9,4,4,4,4,4,3,3,3,3,3,6,6,6,5,4,3,4,7,9,4,9,7,2,2,6,7,9,4,9,7,2,2,2,2,2,11,11,10,1,2,2,13,2"
45,35,The Headless Horseman,8456,http://static.nonograms.org/files/nonograms/large/vsadnik_bez_golovi_12_1_1p.png,6/10," , , , ,8,1,22, , , , , ,1,2, , , , , ,2,5, , , , , , ,8, , , , , , ,10, , , , , ,2,8, , , , ,1,5,2, , , , , ,1,8, , , , ,2,8,2, , , , ,1,6,8, , , , ,1,6,4, , , ,2,7,4,3, , , ,1,6,5,5, , ,2,6,5,5,3, , ,1,5,5,4,5, ,2,2,1,4,4,6, , ,4,1,4,2,9, , ,2,1,6,9,1, , , ,2,6,9,1, , , , ,2,15,2, , , , ,2,14,4, , , , ,2,5,6, , , , ,1,6,10, , , , , ,1,16, , ,1,2,3,2,3, , , ,1,3,1,7, , , ,3,1,8,9, , , , ,8,9,11, , , ,8,11,5,6, , , ,7,6,4,7, , ,2,2,14,4,6, , ,2,1,15,4,4, , , ,2,16,4,1, , , , ,2,16,5, , , ,2,2,12,5, , , ,3,2,12,5, , ,3,2,7,3,6,4,2,1,3,4,4,2, ,3,2,2,5,5,3, ,1,3,3,4,4,3, ,3,3,3,4,3,2, ,3,3,4,1,1,2, ,3,3,4,1,1,3,3,3,4,1,1,1,1,9,2,3,4,1,1,3"," , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,4, , , , , , ,1, , , , , ,2, ,1, , , , , , , , , , , , , , , , , ,1,1,2, , ,5, , ,1,10,1, , , , ,1,1,1,1, ,1,1, , , , , , , , , , , , , ,3,4,2,4,2,7,5,1,11,4,6,1,1,1,1,2,2,3,1,1,3,2,1, ,1,1, , , , , ,1,1, ,1,2,2,2,6,7,2,9,12,2,3,11,20,2,1,2,2,8,4,9,4,6,7,9,1,6,3,1,1,1,1,1,4,4,1,3,3,8,4,2,2,1,1,2,3,3,11,11,29,1,6,1,3,2,2,5,2,7,6,7,2,3,7,4,2,11,13,5,2,4,5,8,10,3,4,6,9,7,8,8,8,2,3,5,34,22,12,3,15,16,2,14,4,4,11,7,6,4,4,2,1,1,1,1,1,1,1,1,1,4,4,3,2,2,3,3,3,3,2,1,3,6,3,2,1,14,4,1,9,3,7,3,3,1,1"
40,40,The scent of a flower,8465,http://static.nonograms.org/files/nonograms/large/aromat_cvetka_12_1_1p.png,5/10," , , , , , , , , , , ,25,8, , , , , , , , , , , ,23,5, , , , , , , , , , , ,21,3, , , , , , , , , , , ,21,2, , , , , , , , , , , ,20,1, , , , , , , , , , , , ,22, , , , , , , , , , , ,1,7, , , , , , , , , , , ,2,8, , , , , , , , , , , ,5,8, , , , , , , , , , , ,7,9, , , , , , , , , , , ,9,10, , , , , , , , , , , ,11,10, , , , , , , , , , , ,13,8, , , , , , , , , , ,10,4,6, , , , , , , , , , ,9,6,6, , , , , , , , , ,9,2,7,5, , , , , , , , , ,9,2,8,4, , , , , , , , , ,10,1,8,3, , , , , , , , , ,12,3,12,2, , , , , , , ,12,1,1,1,1,8, , , , , , ,13,8,1,1,2,2,7,4,8,2,1,1,1,1,2,2,1,1,1,1, , ,3,7,4,1,3,2,1,1,1,1,1, , , , , ,3,6,1,2,3,2,3,4, , , , , ,1,1,4,1,3,1,3,3, , , ,2,1,2,1,1,4,2,1,2,2, , , ,1,1,1,1,2,3,1,2,1,2, , , , ,2,1,1,2,3,2,1,2,2, , , , , , ,1,1,2,6,1,4,2, , , , ,1,3,5,2,2,2,1,1,2, , , , ,1,1,4,1,2,2,1,1,1, , , ,1,2,4,1,2,4,2,1,2,1, , , , ,1,1,10,2,3,2,1,2,1, , , ,1,1,7,1,2,2,3,1,2,1, , , , , ,2,7,3,4,2,2,2,1, , , , ,2,2,5,1,5,2,1,2,1, , , , ,1,3,2,3,2,2,1,2,2, , , , , , ,2,8,4,3,1,2,2, , , , ,1,1,1,6,6,1,1,2,2, , , , , , , , , ,2,3,12,12"," , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , ,6,6,6, , , , , , , , , , ,7, , , , ,2,4,4, , , , ,4, , ,1,1,1, ,2, , , , ,6,6,6,13,13,15,6, ,6,6,6,6,6,6,6,6,3,8, , , ,4,7,2,4,4,4, ,2, , ,4,5,4,2,5,3,4, , ,19,16,14,3,3,2,16,6,3,2,2,3,2,3,2,3,1,2,8,4,2,3,2,4,10,2,6,3,3,4,3,2,6,2,5,1,5,5,5,24,2,3,3,3,2,3,1,15,9,2,9,3,1,1,5,1,1,1,2,4,4,4,1,2,2,9,4,6,5,4,6,4,3,2,4,2,6,1,4,6,1,2,3,2,1,1,4,9,8,7,2,2,1,1,3,4,1,1,2,3,8,4,2,1,2,2,5,8,2,3,9,5,2,7,4,10,5,7,3,3,1,2,1,2,1,1,3,4,3,11,8,5,1,1,1,1,1,1,1,1,6,2,2,2,1,1,1,3,1,7,1,4,1,3,4,1,1,4,14"
34,34,Cat,8467,http://static.nonograms.org/files/nonograms/large/koshka21_12_1_1p.png,5/10," , , , ,2, , , , ,3, , , ,1,2, , , ,1,2, , , ,2,2, , , , ,9, , , ,12,3, , ,3,9,6, ,2,1,13,2, ,2,2,11,1, , ,2,3,8,4,2,2,1,6,1,3,1,2,5, , ,7,2,4, ,2,5,3,4, , ,2,11,3, , ,2,12,7, , ,12,4,2, , , ,23,1, , , ,19,2, , ,17,2,1, , , ,15,2, , , , ,12, , , ,5,2, , , ,7,3, , , ,10,3, , , ,11,2, , , ,11,2, , , ,13,2, , , ,13,3, , , , ,17, , , , ,16, , , , ,14, , , ,4,6"," , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,3,5,3, , , , , , , , , , , , ,2, , , , , , , ,5,4, , , , , , , ,7,1,1,1,1, , , ,1,1,1,1, , , , ,7,2,3, , , , , ,6,1,2, , , , , , , ,1,1,1,1,1,1, ,1,1,1,1,1, , , ,5,1,2,2,5,4,3,4, ,7,6,5,3,3,3,3,4,13,13,1,1,1,1,2,1,1,1,1,1,1,1,3,8,12,7,7,7,7,7,8,9,10,18,5,9,10,16,16,15,17,18,10,9,9,8,5,3,3,9,8"
20,30,Hare,8468,http://static.nonograms.org/files/nonograms/large/zayac14_12_1_1p.png,5/10," , , , ,3, , , , ,4, , , , ,7, , , , ,8, , , , ,3, , , ,3,1, , ,1,6,6, , ,3,10,6, , , , ,20, , , , ,16, , , , ,17, , , ,7,9, , , ,8,8, , , ,10,7,2,1,4,3,3,2,2,2,3,3, ,2,2,3,2, , ,1,2,2, , , , ,2, , , , ,2"," , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1, , , , ,2, ,8,3, , , , , , ,2,2,1, , ,2,3, , , , , , , ,1,2,4,4,3,3,9,11,1,2,4,2, , ,2,2,2,4,3,4,2,3,5,9,8,8,7,6,5,6,7,7,7,8,8,8,1,2,2,2,1,2,2,2"
